Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/photos/pstwjvpeg1c8j6mf/dl,3,0,5000.0,5318.354861333016,4622.7231390003,6347.408212997834,1045818.0,0.0024999660094233507,0.0,5000,5000,6300,6300,6300,6300,6300,6300,6300,6300,6300
GET,/api/v1/photos/pstwjvq1y5o2klzy/dl,3,0,3500.0,4098.091059999812,2422.662097000284,6405.609449997428,1112792.0,0.0024999660094233507,0.0,3500,3500,6400,6400,6400,6400,6400,6400,6400,6400,6400
GET,/api/v1/photos/pstwjvrgg2mw4y57/dl,2,0,5100.0,6691.081902499718,5063.337204999698,8318.826599999738,1120969.0,0.0016666440062822337,0.0,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
GET,/api/v1/photos/pstwjvs1rs50syfo/dl,1,0,1521.822009999596,1521.822009999596,1521.822009999596,1521.822009999596,1089016.0,0.0008333220031411169,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/v1/photos/psutjugw0bkrobny/dl,1,0,15083.440285001416,15083.440285001416,15083.440285001416,15083.440285001416,4814291.0,0.0008333220031411169,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/v1/photos/psutjuinno05kiyr/dl,1,0,10460.810850003327,10460.810850003327,10460.810850003327,10460.810850003327,1871211.0,0.0008333220031411169,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/v1/photos/psutjus2dqn19i87/dl,3,0,11264.736924000317,15623.961508664555,11264.736924000317,24199.53908699972,2530045.0,0.0024999660094233507,0.0,11000,11000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/api/v1/photos/psutjw31alq6p2vp/dl,1,0,14066.137955996965,14066.137955996965,14066.137955996965,14066.137955996965,4255681.0,0.0008333220031411169,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/v1/photos/psutjwbybotzuazr/dl,3,0,4400.0,4603.44686099658,4146.872621997318,5235.576446997584,1006835.0,0.0024999660094233507,0.0,4400,4400,5200,5200,5200,5200,5200,5200,5200,5200,5200
GET,/api/v1/photos/psutjx0vx7lx4cnv/dl,3,0,8700.0,8250.012595999578,5925.92840600264,10088.370550998661,1932543.0,0.0024999660094233507,0.0,8700,8700,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/v1/photos/psutjxwf55p7aqio/dl,1,0,19820.20023500081,19820.20023500081,19820.20023500081,19820.20023500081,3910777.0,0.0008333220031411169,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/photos/psutjycrlt9x63tz/dl,1,0,19834.69504799723,19834.69504799723,19834.69504799723,19834.69504799723,5429432.0,0.0008333220031411169,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/photos/psutjypkqtmt5myt/dl,2,0,15000.0,18659.625871499884,14967.39306699601,22351.858676003758,4577491.0,0.0016666440062822337,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/api/v1/photos/psutk06pyjwz7bvx/dl,3,0,14000.0,15435.91503133454,11963.149601004261,20793.457836000016,3580643.0,0.0024999660094233507,0.0,14000,14000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/api/v1/photos/psutk1dwc50ytef9/dl,2,0,7700.0,9354.8721570005,7672.577008001099,11037.167305999901,2302519.0,0.0016666440062822337,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/v1/photos/psutk1qoi5l35y38/dl,1,0,13604.92048299784,13604.92048299784,13604.92048299784,13604.92048299784,2474562.0,0.0008333220031411169,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/v1/photos/psutk2djz2g8mno1/dl,3,0,24000.0,25572.864660333533,23943.168064004567,28613.794611999765,6372271.0,0.0024999660094233507,0.0,24000,24000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,/api/v1/photos/psutk35c0jwmr7um/dl,1,0,21055.019272003847,21055.019272003847,21055.019272003847,21055.019272003847,6631507.0,0.0008333220031411169,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/api/v1/photos/psutk4p23dmjok98/dl,1,0,10293.489249997947,10293.489249997947,10293.489249997947,10293.489249997947,4732669.0,0.0008333220031411169,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/v1/photos/psutk4zjamwe36za/dl,1,0,19566.2007380015,19566.2007380015,19566.2007380015,19566.2007380015,4081549.0,0.0008333220031411169,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/photos/psutk5657x8war2w/dl,2,0,25000.0,26680.720254003973,24696.66781300475,28664.772695003194,6634937.0,0.0016666440062822337,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,/api/v1/photos/psutk5gwem280apl/dl,1,0,13947.055344004184,13947.055344004184,13947.055344004184,13947.055344004184,3966112.0,0.0008333220031411169,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/v1/photos/psutk5o9jniq1o08/dl,2,0,5000.0,5273.0525030019635,4956.336652001482,5589.7683540024445,1383513.0,0.0016666440062822337,0.0,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
GET,/api/v1/photos/psutk6il68ozqdax/dl,1,0,15323.337025998626,15323.337025998626,15323.337025998626,15323.337025998626,3330275.0,0.0008333220031411169,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/v1/photos/psutk6rkyfw55qd2/dl,2,0,13000.0,13992.06768950171,12561.652556003537,15422.482822999882,3673078.0,0.0016666440062822337,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/v1/photos/psutk6x8cry0p2fn/dl,1,0,37351.19349399611,37351.19349399611,37351.19349399611,37351.19349399611,9186202.0,0.0008333220031411169,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,/api/v1/photos/psutk7cfw59d671r/dl,2,0,11429.986416995234,11658.969385996897,11429.986416995234,11887.95235499856,2989143.0,0.0016666440062822337,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/v1/photos/psutk7ov1zs072v3/dl,5,0,14000.0,14930.675541999517,10927.153895994707,18528.09952100506,3734484.0,0.004166610015705585,0.0,14000,17000,17000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/api/v1/photos/psutk7utgnywqjvm/dl,4,0,18000.0,19094.152119248974,17840.050918995985,21170.664035998925,4247689.0,0.0033332880125644675,0.0,19000,19000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/api/v1/photos/psutk8f5shtrn5mu/dl,1,0,9574.196105997544,9574.196105997544,9574.196105997544,9574.196105997544,2612984.0,0.0008333220031411169,0.0,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600
GET,/api/v1/photos/psutk8xhbpd8z1k8/dl,3,0,31000.0,32261.909205003274,27651.63597300125,38028.584933003,8597010.0,0.0024999660094233507,0.0,31000,31000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/api/v1/photos/psutk9ucdc7je7ui/dl,1,0,27935.435129002144,27935.435129002144,27935.435129002144,27935.435129002144,3712033.0,0.0008333220031411169,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,/api/v1/photos/psutka6suwefbjdh/dl,1,0,28164.432997000404,28164.432997000404,28164.432997000404,28164.432997000404,8152863.0,0.0008333220031411169,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,/api/v1/photos/psutkcee0kwoz19s/dl,1,0,7752.072216004308,7752.072216004308,7752.072216004308,7752.072216004308,2664819.0,0.0008333220031411169,0.0,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
GET,/api/v1/photos/psutkf2ltlx9c4k2/dl,2,0,15016.130408002937,16851.13021250072,15016.130408002937,18686.130016998504,4189863.0,0.0016666440062822337,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/api/v1/photos/psutkh4lumcjr7k8/dl,1,0,18852.413892003824,18852.413892003824,18852.413892003824,18852.413892003824,5146795.0,0.0008333220031411169,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/api/v1/photos/psutkhuciu7es79g/dl,2,0,12370.048696000595,13411.219011501089,12370.048696000595,14452.389327001583,3565906.0,0.0016666440062822337,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/v1/photos/psutki2gewpovxxj/dl,1,0,17266.232276000665,17266.232276000665,17266.232276000665,17266.232276000665,3707435.0,0.0008333220031411169,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/api/v1/photos/psutkkg8j80x45xt/dl,1,0,13209.221939003328,13209.221939003328,13209.221939003328,13209.221939003328,4198711.0,0.0008333220031411169,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/v1/photos/psutkkoxykka1wil/dl,2,0,9400.0,11941.632096499234,9372.847358994477,14510.41683400399,3600340.0,0.0016666440062822337,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/v1/photos/psutkllt0wkesbyv/dl,1,0,30482.402711997565,30482.402711997565,30482.402711997565,30482.402711997565,8488217.0,0.0008333220031411169,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,/api/v1/photos/psutklm8l5jpfmxz/dl,1,0,19391.527476000192,19391.527476000192,19391.527476000192,19391.527476000192,4145902.0,0.0008333220031411169,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/api/v1/photos/psutknd6r48cdotw/dl,2,0,16278.825141002017,18752.408287000435,16278.825141002017,21225.991432998853,5379329.0,0.0016666440062822337,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/api/v1/photos/psutkndp9oujsi0y/dl,1,0,50928.66731200047,50928.66731200047,50928.66731200047,50928.66731200047,9922966.0,0.0008333220031411169,0.0,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000
GET,/api/v1/photos/psutkonu38rq541s/dl,1,0,33672.63546399772,33672.63546399772,33672.63546399772,33672.63546399772,8887200.0,0.0008333220031411169,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/api/v1/photos/psutkp58d8ms28ad/dl,2,0,15107.740652994835,15966.475132998312,15107.740652994835,16825.20961300179,4291025.0,0.0016666440062822337,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/api/v1/photos/psuvnsh4c4fit2i7/dl,2,0,6735.445115999028,7057.222271996579,6735.445115999028,7378.999427994131,2351485.0,0.0016666440062822337,0.0,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400
GET,/api/v1/photos/psuvnsrmk0672r1q/dl,1,0,22726.727745997778,22726.727745997778,22726.727745997778,22726.727745997778,4736945.0,0.0008333220031411169,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/api/v1/photos/psuvnt73xsltu3hb/dl,1,0,33021.648476002156,33021.648476002156,33021.648476002156,33021.648476002156,9519837.0,0.0008333220031411169,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,/api/v1/photos/psuvntn5eqs845pq/dl,6,0,16000.0,15624.967488165566,11985.301360000449,16903.08519899554,2938715.0,0.0049999320188467014,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/api/v1/photos/psuvnu2f3w256jxb/dl,1,0,21865.681210998446,21865.681210998446,21865.681210998446,21865.681210998446,5896371.0,0.0008333220031411169,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/api/v1/photos/psuvnu5vb8evgame/dl,6,0,11000.0,11134.649784666786,9055.84464900312,12848.266073997365,2865252.0,0.0049999320188467014,0.0,12000,12000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/v1/photos/psuvnu7xsr6gswvl/dl,1,0,6915.768181002932,6915.768181002932,6915.768181002932,6915.768181002932,1773311.0,0.0008333220031411169,0.0,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
GET,/api/v1/photos/psuvnuekpas2qh5f/dl,1,0,24147.281675999693,24147.281675999693,24147.281675999693,24147.281675999693,4822435.0,0.0008333220031411169,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/api/v1/photos/psuvnultj0mrii71/dl,1,0,9730.308915000933,9730.308915000933,9730.308915000933,9730.308915000933,2684329.0,0.0008333220031411169,0.0,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700
GET,/api/v1/photos/psuvnur21tn0nn3l/dl,1,0,28448.404873997788,28448.404873997788,28448.404873997788,28448.404873997788,4656105.0,0.0008333220031411169,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,/api/v1/photos/psuvnuzmu506hqxx/dl,1,0,17327.584760001628,17327.584760001628,17327.584760001628,17327.584760001628,4164599.0,0.0008333220031411169,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/api/v1/photos/psuvnv6ugjrv7984/dl,1,0,24627.10781000351,24627.10781000351,24627.10781000351,24627.10781000351,6838015.0,0.0008333220031411169,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,/api/v1/photos/psuvnvekbf1edrx1/dl,1,0,16090.635271000792,16090.635271000792,16090.635271000792,16090.635271000792,4525368.0,0.0008333220031411169,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/api/v1/photos/psuvnwcopdvciqdu/dl,4,0,9500.0,10345.925052248276,7940.325174000463,12129.990205001377,2922007.0,0.0033332880125644675,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/v1/photos/psuvnwlgthujewoo/dl,2,0,14095.333901997947,14851.704914999573,14095.333901997947,15608.075928001199,3797965.0,0.0016666440062822337,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/api/v1/photos/psuvnwn8nweh220j/dl,1,0,16789.966807999008,16789.966807999008,16789.966807999008,16789.966807999008,2877108.0,0.0008333220031411169,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/api/v1/photos/psuvnwtyzktcwb9m/dl,1,0,19499.31940699753,19499.31940699753,19499.31940699753,19499.31940699753,5139411.0,0.0008333220031411169,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/api/v1/photos/psuvnwvdtovkk5sn/dl,1,0,9945.9216299947,9945.9216299947,9945.9216299947,9945.9216299947,2937945.0,0.0008333220031411169,0.0,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900
GET,/api/v1/photos/psuvnx85c7hamutr/dl,2,0,10318.33206200099,11337.121136497444,10318.33206200099,12355.910210993898,2914426.0,0.0016666440062822337,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/v1/photos/psuvny0ql8pw66i2/dl,3,0,8600.0,9435.337382334788,7203.028010000708,12541.165014001308,2310158.0,0.0024999660094233507,0.0,8600,8600,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/v1/photos/psuvny85ln9m1a1q/dl,2,0,7600.0,8126.880875497591,7573.598129994934,8680.163621000247,1494388.0,0.0016666440062822337,0.0,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700
GET,/api/v1/photos/psuvnyey1nwwntpt/dl,2,0,11000.0,10981.033604999539,10648.250215999724,11313.816993999353,2770905.0,0.0016666440062822337,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/v1/photos/psuvnynawmkc4ajg/dl,5,0,17000.0,15967.799597600242,7701.990353001747,22072.88382799743,3158606.0,0.004166610015705585,0.0,17000,18000,18000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/api/v1/photos/psuvnzbpzofuixyb/dl,3,0,16000.0,14656.714927669478,10576.918085003854,17020.028976003232,2908668.0,0.0024999660094233507,0.0,16000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/api/v1/photos/psuvnzsba4d8hs1h/dl,1,0,8819.61983400106,8819.61983400106,8819.61983400106,8819.61983400106,2626697.0,0.0008333220031411169,0.0,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800
GET,/api/v1/photos/psuvo01ms7q2erbl/dl,1,0,24397.56026899704,24397.56026899704,24397.56026899704,24397.56026899704,5888879.0,0.0008333220031411169,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/api/v1/photos/psuvo09jxytr3tfv/dl,1,0,7605.408346003969,7605.408346003969,7605.408346003969,7605.408346003969,1659869.0,0.0008333220031411169,0.0,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600
GET,/api/v1/photos/psuvo0dmd9zw83ch/dl,1,0,20318.350621004356,20318.350621004356,20318.350621004356,20318.350621004356,7335197.0,0.0008333220031411169,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/photos/psuvo0fb8ugfbd4g/dl,1,0,10374.247633000778,10374.247633000778,10374.247633000778,10374.247633000778,2361666.0,0.0008333220031411169,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/v1/photos/psuvo0knrv31tqgr/dl,4,0,14000.0,14666.483579751002,13434.205650002696,15948.704937996808,3470634.0,0.0033332880125644675,0.0,15000,15000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/api/v1/photos/psuvo0vfraodurnz/dl,2,0,23154.168984001444,24047.523854002065,23154.168984001444,24940.878724002687,6950087.0,0.0016666440062822337,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,/api/v1/photos/psuvo0z7dktaapyn/dl,1,0,19819.91942100285,19819.91942100285,19819.91942100285,19819.91942100285,5576824.0,0.0008333220031411169,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/photos/psuvo12neueyi19h/dl,1,0,10069.850070998655,10069.850070998655,10069.850070998655,10069.850070998655,2787045.0,0.0008333220031411169,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/v1/photos/psuvo152r4z5dzfy/dl,1,0,11195.686160004698,11195.686160004698,11195.686160004698,11195.686160004698,2379665.0,0.0008333220031411169,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/v1/photos/psuvo1cp8i6zsetc/dl,3,0,11000.0,9562.850929003616,6540.77776500344,11571.415860002162,3105997.0,0.0024999660094233507,0.0,11000,11000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/v1/photos/psuvo1iyjd823857/dl,1,0,2111.9497339968802,2111.9497339968802,2111.9497339968802,2111.9497339968802,1013734.0,0.0008333220031411169,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/api/v1/photos/psuvo1mafdka28jg/dl,2,0,24000.0,26336.892105002335,23590.165847002936,29083.618363001733,6446945.0,0.0016666440062822337,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,/api/v1/photos/psuvo1yw2hz1llkg/dl,3,0,19000.0,15931.136128332582,9007.550870999694,19868.316038999183,3839781.0,0.0024999660094233507,0.0,19000,19000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/photos/psuvo2gzjfnse5zm/dl,2,0,13493.368695002573,17051.727472502535,13493.368695002573,20610.086250002496,3895652.0,0.0016666440062822337,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/api/v1/photos/psuvo2q59jfa2gmv/dl,2,0,23346.604166996258,24882.01851749909,23346.604166996258,26417.432868001924,6533533.0,0.0016666440062822337,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,/api/v1/photos/psuvo2u0ighh3ve7/dl,1,0,18874.095070001204,18874.095070001204,18874.095070001204,18874.095070001204,4324013.0,0.0008333220031411169,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/api/v1/photos/psuvo36z9twihg6x/dl,3,0,14000.0,13614.054785335611,12747.419141996943,14487.290797005699,3605131.0,0.0024999660094233507,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/v1/photos/psuvo3kzodp7xnqk/dl,1,0,14171.709938003914,14171.709938003914,14171.709938003914,14171.709938003914,3051617.0,0.0008333220031411169,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/v1/photos/psuvo3usqlyrav4n/dl,2,0,13000.0,13642.939581000974,12692.546945996583,14593.332216005365,3260441.0,0.0016666440062822337,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/v1/photos/psuvo3x5nzsmtxsh/dl,3,0,27000.0,26734.68046233029,25773.807095996744,27459.955090998847,6549827.0,0.0024999660094233507,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,/api/v1/photos/psuvo40lrspxs5kt/dl,1,0,12378.897507995134,12378.897507995134,12378.897507995134,12378.897507995134,2928954.0,0.0008333220031411169,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/v1/photos/psuvo49fc5z7luec/dl,3,0,15000.0,14804.98768500062,14151.450548000867,15547.738989997015,4234505.0,0.0024999660094233507,0.0,15000,15000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/api/v1/photos/psuvo4airlvup32z/dl,3,0,5100.0,4895.034728998628,3709.218771997257,5829.542232997483,1357487.0,0.0024999660094233507,0.0,5100,5100,5800,5800,5800,5800,5800,5800,5800,5800,5800
GET,/api/v1/photos/psuvo4fdww5slzc5/dl,1,0,10275.814945998718,10275.814945998718,10275.814945998718,10275.814945998718,2778573.0,0.0008333220031411169,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/v1/photos/psuvo4i4yb49d2h4/dl,1,0,10973.902154000825,10973.902154000825,10973.902154000825,10973.902154000825,2941777.0,0.0008333220031411169,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/v1/photos/psuvo4o9cjinyklp/dl,2,0,18390.65894899977,20201.452158999018,18390.65894899977,22012.245368998265,4458338.0,0.0016666440062822337,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/api/v1/photos/psuvo4qk8v64im99/dl,1,0,11213.170866998553,11213.170866998553,11213.170866998553,11213.170866998553,2768253.0,0.0008333220031411169,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/v1/photos/psuvo4xlj6j1b0hn/dl,5,0,12000.0,12643.613647398888,7303.15705499379,18937.484663998475,3492648.0,0.004166610015705585,0.0,12000,14000,14000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/api/v1/photos/psuvo5039n3iruds/dl,3,0,14000.0,13141.726143997706,11014.97793699673,14645.175496996671,3374310.0,0.0024999660094233507,0.0,14000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/v1/photos/psuvo54kgtcje8j2/dl,1,0,9724.000148002233,9724.000148002233,9724.000148002233,9724.000148002233,2853561.0,0.0008333220031411169,0.0,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700
GET,/api/v1/photos/psuvo56l7zijhq5i/dl,1,0,10987.250582998968,10987.250582998968,10987.250582998968,10987.250582998968,2945062.0,0.0008333220031411169,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/v1/photos/psuvo5hbn78buyfe/dl,1,0,24781.947203999152,24781.947203999152,24781.947203999152,24781.947203999152,7710684.0,0.0008333220031411169,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,/api/v1/photos/psuvo5i4gnfh92rg/dl,2,0,4628.592735003622,4712.01977400051,4628.592735003622,4795.4468129973975,1415226.0,0.0016666440062822337,0.0,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800
GET,/api/v1/photos/psuvo5lejswon4hd/dl,3,0,9400.0,9151.73325099992,8342.35857299791,9727.779102002387,1983834.0,0.0024999660094233507,0.0,9400,9400,9700,9700,9700,9700,9700,9700,9700,9700,9700
GET,/api/v1/photos/psuvo5pcmg2t06o1/dl,2,0,9300.0,15062.950016003015,9264.009026999702,20861.891005006328,2920244.0,0.0016666440062822337,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/api/v1/photos/psuvo67c9fi62tex/dl,1,0,25799.852495998493,25799.852495998493,25799.852495998493,25799.852495998493,7108604.0,0.0008333220031411169,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
